HCL AppScan on Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Attributes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title,Description,Report Date U T C,Total Issues In The Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report_Static_jazzcalm_workspace_2023-02-17_04-22-33_2023-03-02,,2023-03-02T10:34:18Z,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Attributes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Impact,Business Unit,Description,Hosts,Max Severity,Risk Rating,Testing Status,Url,Date Created,Last Updated,Availability Requirement,Collateral Damage Potential,Confidentiality Requirement,Integrity Requirement,Target Distribution,Business Owner,Development Contact,Tester,,,,,,,,,,,,,,,,
3aa36692-ccae-ed11-9173-14cb6572319f,Low,1,Improper Handling of Exceptional Conditions,"Log the full error message details privately, and display a generic error message to the user",Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,497,,,com.ibm.build.block.udeploy.ant.tasks.RequestGenericProcessTask.execute():void:127,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,com.ibm.build.block.udeploy.ant.tasks.RequestGenericProcessTask.execute():void,,Sast,,0,,,,,,com\ibm\build\block\udeploy\ant\tasks\RequestGenericProcessTask.java,e9a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
18a46692-ccae-ed11-9173-14cb6572319f,Low,1,Improper Handling of Exceptional Conditions,"Log the full error message details privately, and display a generic error message to the user",Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,497,,,com.ibm.releng.helper.XMLHelper.generatePluginFeatureMap(String;Set;boolean):Map:414,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,com.ibm.releng.helper.XMLHelper.generatePluginFeatureMap(java.lang.String;java.util.Set;boolean):java.util.Map,,Sast,,0,,,,,,com\ibm\releng\helper\XMLHelper.java,e9a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
1ba46692-ccae-ed11-9173-14cb6572319f,Low,1,Improper Handling of Exceptional Conditions,"Log the full error message details privately, and display a generic error message to the user",Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,497,,,com.ibm.releng.helper.XMLHelper.getAdditionalPackageInfo(String;Boolean):Map:467,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,com.ibm.releng.helper.XMLHelper.getAdditionalPackageInfo(java.lang.String;java.lang.Boolean):java.util.Map,,Sast,,0,,,,,,com\ibm\releng\helper\XMLHelper.java,e9a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
1ea46692-ccae-ed11-9173-14cb6572319f,Low,1,Improper Handling of Exceptional Conditions,"Log the full error message details privately, and display a generic error message to the user",Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,497,,,com.ibm.releng.helper.XMLHelper.getAdditionalPackageInfo(String;Boolean):Map:470,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,com.ibm.releng.helper.XMLHelper.getAdditionalPackageInfo(java.lang.String;java.lang.Boolean):java.util.Map,,Sast,,0,,,,,,com\ibm\releng\helper\XMLHelper.java,e9a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
21a46692-ccae-ed11-9173-14cb6572319f,Low,1,Improper Handling of Exceptional Conditions,"Log the full error message details privately, and display a generic error message to the user",Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,497,,,com.ibm.releng.helper.XMLHelper.getAdditionalPackageInfo(String;Boolean):Map:473,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,com.ibm.releng.helper.XMLHelper.getAdditionalPackageInfo(java.lang.String;java.lang.Boolean):java.util.Map,,Sast,,0,,,,,,com\ibm\releng\helper\XMLHelper.java,e9a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
9ef85b9e-ccae-ed11-9173-14cb6572319f,Low,1,Improper Handling of Exceptional Conditions,"Log the full error message details privately, and display a generic error message to the user",Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,497,,,com.urbancode.ds.client.DeployCLI.main(String[]):void:264,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,com.urbancode.ds.client.DeployCLI.main(java.lang.String[]):void,,Sast,,0,,,,,,com\urbancode\ds\client\DeployCLI.java,e9a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
d6a66398-ccae-ed11-9173-14cb6572319f,Low,1,Improper Handling of Exceptional Conditions,"Log the full error message details privately, and display a generic error message to the user",Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,497,,,com.ibm.team.repository.provision.internal.json.JSONArrayProxy.addAll(int;Collection):boolean:115,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,com.ibm.team.repository.provision.internal.json.JSONArrayProxy.addAll(int;java.util.Collection):boolean,,Sast,,0,,,,,,com\ibm\team\repository\provision\internal\json\JSONArrayProxy.java,e9a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
d9a66398-ccae-ed11-9173-14cb6572319f,Low,1,Improper Handling of Exceptional Conditions,"Log the full error message details privately, and display a generic error message to the user",Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,497,,,com.ibm.team.repository.provision.internal.json.JSONArrayProxy.addAll(int;Collection):boolean:117,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,com.ibm.team.repository.provision.internal.json.JSONArrayProxy.addAll(int;java.util.Collection):boolean,,Sast,,0,,,,,,com\ibm\team\repository\provision\internal\json\JSONArrayProxy.java,e9a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
8aa76398-ccae-ed11-9173-14cb6572319f,Low,1,Improper Handling of Exceptional Conditions,"Log the full error message details privately, and display a generic error message to the user",Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,497,,,com.ibm.team.repository.provision.internal.xml.AbstractXMLParser():void:30,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,com.ibm.team.repository.provision.internal.xml.AbstractXMLParser.<init>():void,,Sast,,0,,,,,,com\ibm\team\repository\provision\internal\xml\AbstractXMLParser.java,e9a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
8da76398-ccae-ed11-9173-14cb6572319f,Low,1,Improper Handling of Exceptional Conditions,"Log the full error message details privately, and display a generic error message to the user",Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,497,,,com.ibm.team.repository.provision.internal.xml.AbstractXMLParser():void:33,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,com.ibm.team.repository.provision.internal.xml.AbstractXMLParser.<init>():void,,Sast,,0,,,,,,com\ibm\team\repository\provision\internal\xml\AbstractXMLParser.java,e9a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
dca66398-ccae-ed11-9173-14cb6572319f,Low,1,Improper Handling of Exceptional Conditions,"Log the full error message details privately, and display a generic error message to the user",Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,497,,,com.ibm.team.repository.provision.internal.json.JSONArrayProxy.addAll(int;Collection):boolean:119,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,com.ibm.team.repository.provision.internal.json.JSONArrayProxy.addAll(int;java.util.Collection):boolean,,Sast,,0,,,,,,com\ibm\team\repository\provision\internal\json\JSONArrayProxy.java,e9a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
90a76398-ccae-ed11-9173-14cb6572319f,Low,1,Improper Handling of Exceptional Conditions,"Log the full error message details privately, and display a generic error message to the user",Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,497,,,com.ibm.team.repository.provision.internal.xml.OSGiDevPropertyGenerator(String;String):void:67,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,com.ibm.team.repository.provision.internal.xml.OSGiDevPropertyGenerator.<init>(java.lang.String;java.lang.String):void,,Sast,,0,,,,,,com\ibm\team\repository\provision\internal\xml\OSGiDevPropertyGenerator.java,e9a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
dfa66398-ccae-ed11-9173-14cb6572319f,Low,1,Improper Handling of Exceptional Conditions,"Log the full error message details privately, and display a generic error message to the user",Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,497,,,com.ibm.team.repository.provision.internal.json.JSONArrayProxy.addAll(int;Collection):boolean:121,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,com.ibm.team.repository.provision.internal.json.JSONArrayProxy.addAll(int;java.util.Collection):boolean,,Sast,,0,,,,,,com\ibm\team\repository\provision\internal\json\JSONArrayProxy.java,e9a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
e2a66398-ccae-ed11-9173-14cb6572319f,Low,1,Improper Handling of Exceptional Conditions,"Log the full error message details privately, and display a generic error message to the user",Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,497,,,com.ibm.team.repository.provision.internal.json.JSONArrayProxy.addAll(int;Collection):boolean:123,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,com.ibm.team.repository.provision.internal.json.JSONArrayProxy.addAll(int;java.util.Collection):boolean,,Sast,,0,,,,,,com\ibm\team\repository\provision\internal\json\JSONArrayProxy.java,e9a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
e5a66398-ccae-ed11-9173-14cb6572319f,Low,1,Improper Handling of Exceptional Conditions,"Log the full error message details privately, and display a generic error message to the user",Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,497,,,com.ibm.team.repository.provision.internal.json.JSONArrayProxy.serialize(Writer;boolean):void:133,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,com.ibm.team.repository.provision.internal.json.JSONArrayProxy.serialize(java.io.Writer;boolean):void,,Sast,,0,,,,,,com\ibm\team\repository\provision\internal\json\JSONArrayProxy.java,e9a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
e8a66398-ccae-ed11-9173-14cb6572319f,Low,1,Improper Handling of Exceptional Conditions,"Log the full error message details privately, and display a generic error message to the user",Information Leakage,"It is possible to retrieve the absolute path of the web server installation, which might help an attacker to develop further attacks and to gain information about the file system structure of the web application","Exceptions and error messages, which may contain sensitive debugging information, are presented to users",ea579dee-473a-48b3-a1f3-8c9cd9b0b09d,,497,,,com.ibm.team.repository.provision.internal.json.JSONArrayProxy.serialize(Writer;boolean):void:135,New,2023-02-17T14:08:40Z,2023-02-17T14:08:40Z,,,com.ibm.team.repository.provision.internal.json.JSONArrayProxy.serialize(java.io.Writer;boolean):void,,Sast,,0,,,,,,com\ibm\team\repository\provision\internal\json\JSONArrayProxy.java,e9a26692-ccae-ed11-9173-14cb6572319f,,,2023-02-17T14:08:40Z
